,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2017-01-20,何咯,,,,,3.4,,0.028,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-21,何咯,2.9,8.2,463.0,16.8,3.5,,0.026,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-22,何咯,2.9,8.1,459.0,16.8,3.5,,0.025,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-23,何咯,2.3,8.0,466.0,16.8,3.6,,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-24,何咯,2.2,7.9,497.0,16.9,3.7,,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-25,何咯,2.2,7.8,524.0,15.9,3.7,,0.023,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-26,何咯,2.3,7.7,544.0,14.8,3.5,,0.021,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-27,何咯,2.4,7.7,533.0,14.7,3.4,4.885,0.022,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-28,何咯,2.4,7.6,523.0,14.6,3.4,4.918,0.022,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-29,何咯,2.6,7.6,517.0,14.5,3.3,5.031,0.021,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-30,何咯,2.5,7.6,521.0,14.3,3.4,4.989,0.023,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-01-31,何咯,2.5,7.7,534.0,14.5,3.5,4.906,0.023,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-01,何咯,2.7,7.7,547.0,14.8,3.6,4.921,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-02,何咯,3.0,7.7,561.0,15.0,3.7,4.885,0.023,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-03,何咯,3.4,7.7,571.0,14.9,3.6,4.871,0.022,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-04,何咯,3.3,7.7,569.0,15.0,3.5,4.914,0.02,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-05,何咯,3.5,7.6,563.0,14.6,3.4,5.049,0.021,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-06,何咯,3.6,7.6,566.0,14.4,3.4,4.929,0.023,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-07,何咯,3.7,7.7,566.0,14.5,3.1,4.792,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-08,何咯,3.9,7.7,565.0,14.6,3.4,4.87,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-09,何咯,3.9,7.8,560.0,14.7,3.3,4.954,0.028,,,,,,,,,,,,,,,,
2017-02-10,何咯,3.8,7.9,547.0,15.0,3.4,4.812,0.029,,,,,,,,,,,,,,,,
2017-02-11,何咯,3.4,8.0,542.0,15.2,3.5,4.655,0.026,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-12,何咯,3.8,8.0,551.0,15.6,3.7,4.663,0.025,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-13,何咯,3.9,8.1,556.0,15.9,3.6,4.598,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-14,何咯,4.3,8.2,551.0,16.0,3.5,4.554,0.024,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-15,何咯,4.7,8.2,554.0,16.8,3.6,4.594,0.022,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-16,何咯,5.0,8.3,560.0,17.1,3.7,4.772,0.025,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-17,何咯,5.5,8.3,551.0,16.5,3.7,4.736,0.028,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-18,何咯,5.2,8.3,544.0,15.9,3.7,4.597,0.028,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-19,何咯,5.3,8.4,531.0,16.3,3.6,4.559,0.027,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-20,何咯,5.7,8.4,527.0,15.9,3.8,4.758,0.028,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-21,何咯,5.6,8.2,535.0,15.6,4.0,4.9,0.028,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-22,何咯,6.0,7.9,520.0,14.4,4.0,5.329,0.032,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-23,何咯,6.3,7.8,532.0,13.7,3.9,5.407,0.036,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-24,何咯,6.3,7.7,547.0,13.5,3.9,5.237,0.036,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-25,何咯,6.7,7.6,540.0,12.9,4.1,5.296,0.034,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-26,何咯,6.9,7.4,516.0,11.6,4.0,5.471,0.039,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-27,何咯,7.2,7.3,491.0,11.9,4.0,5.446,0.04,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-02-28,何咯,7.5,7.4,464.0,12.8,3.8,5.04,0.036,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-01,何咯,7.4,7.5,460.0,13.2,3.7,5.003,0.034,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-02,何咯,7.5,7.4,465.0,12.9,3.9,5.236,0.039,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-03,何咯,7.9,7.8,458.0,14.5,3.9,5.114,0.047,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-04,何咯,8.2,8.2,447.0,16.3,4.0,5.069,0.054,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-05,何咯,8.4,8.5,432.0,17.7,3.8,4.773,0.055,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-06,何咯,8.3,8.6,419.0,17.2,3.7,4.507,0.046,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-07,何咯,8.1,8.7,417.0,17.4,3.7,4.247,0.069,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-08,何咯,8.3,8.8,421.0,17.6,3.7,4.34,0.067,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-09,何咯,8.3,8.8,415.0,16.9,3.6,4.38,0.07,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-10,何咯,8.8,8.9,417.0,17.0,3.7,4.46,0.067,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-11,何咯,9.1,8.9,418.0,17.4,3.7,4.304,0.063,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-12,何咯,9.1,8.9,431.0,17.6,3.7,4.435,0.064,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-13,何咯,9.5,9.0,447.0,17.8,3.7,4.644,0.064,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-14,何咯,9.4,8.9,458.0,17.7,3.5,4.67,0.068,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-15,何咯,9.8,9.0,,17.5,3.6,4.692,0.068,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-16,何咯,10.1,9.0,483.0,17.9,3.5,4.844,0.075,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-17,何咯,10.3,9.1,485.0,18.7,3.6,4.874,0.078,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-18,何咯,11.0,9.2,486.0,19.2,3.6,4.689,0.078,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-19,何咯,11.0,9.1,493.0,19.4,3.6,4.757,0.078,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-20,何咯,10.7,9.0,499.0,18.4,3.7,4.909,0.082,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-21,何咯,10.9,8.9,497.0,17.5,3.7,4.819,0.081,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-22,何咯,11.0,8.8,498.0,16.5,3.7,4.704,0.079,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-23,何咯,11.6,8.8,496.0,15.9,3.6,4.627,0.08,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-24,何咯,11.7,8.8,492.0,16.0,3.9,4.585,0.084,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-25,何咯,11.7,8.8,495.0,16.5,3.7,4.552,0.089,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-26,何咯,11.5,8.7,498.0,15.9,3.7,4.525,0.082,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-27,何咯,11.4,8.6,499.0,15.5,3.7,4.502,0.077,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-28,何咯,11.3,8.5,504.0,15.3,3.8,4.421,0.083,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-29,何咯,12.0,8.6,515.0,15.5,3.8,4.395,0.073,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-30,何咯,12.9,8.7,534.0,15.0,3.7,4.395,0.07,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-03-31,何咯,12.6,8.7,530.0,14.9,3.6,4.323,0.062,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-01,何咯,12.7,8.6,528.0,14.8,3.6,4.364,0.058,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-02,何咯,12.7,8.5,522.0,13.9,3.7,4.315,0.062,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-03,何咯,13.3,8.4,516.0,13.3,3.9,4.191,0.063,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-04,何咯,13.9,8.4,514.0,12.9,4.0,4.084,0.053,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-05,何咯,13.9,8.5,518.0,13.5,3.7,4.195,0.052,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-06,何咯,14.0,8.4,522.0,12.2,3.8,4.343,0.055,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-07,何咯,15.1,8.6,518.0,12.8,3.9,4.479,0.061,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-08,何咯,16.2,8.6,507.0,13.0,3.7,4.571,0.054,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-09,何咯,16.8,8.5,508.0,12.7,3.9,4.491,0.047,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-10,何咯,16.4,8.2,508.0,11.5,3.7,4.543,0.046,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-11,何咯,16.2,8.0,502.0,11.0,3.6,4.377,0.05,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-12,何咯,16.2,8.5,475.0,12.2,3.6,3.954,0.062,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-13,何咯,16.5,8.6,453.0,12.2,3.5,3.747,0.064,26.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-14,何咯,16.3,8.1,443.0,11.1,3.5,3.805,0.063,26.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-15,何咯,17.1,7.9,437.0,11.3,3.4,3.974,0.057,26.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-16,何咯,18.1,8.2,438.0,13.5,3.3,4.152,0.055,30.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-17,何咯,18.0,8.2,431.0,12.2,3.5,3.746,0.054,31.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-18,何咯,17.2,8.0,432.0,9.6,3.7,2.895,0.055,40.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-19,何咯,17.0,8.2,441.0,10.7,3.9,2.693,0.049,40.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-20,何咯,16.6,7.8,449.0,9.8,3.8,2.857,0.046,26.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-21,何咯,16.9,7.6,447.0,9.1,3.9,3.028,0.059,16.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-22,何咯,17.9,7.8,445.0,9.9,3.9,2.637,0.104,14.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-23,何咯,17.6,8.2,450.0,11.7,3.9,2.299,0.139,23.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-24,何咯,17.5,8.5,455.0,12.0,3.8,2.395,0.099,43.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-25,何咯,17.7,8.8,460.0,12.5,3.4,2.741,0.064,66.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-26,何咯,18.0,9.0,462.0,14.1,3.5,2.772,0.051,71.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-27,何咯,17.8,8.9,452.0,13.8,3.6,2.869,0.053,74.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-28,何咯,18.2,9.0,440.0,13.9,3.8,2.982,0.05,75.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-29,何咯,18.3,8.7,418.0,12.6,3.7,2.942,0.043,67.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-04-30,何咯,18.6,8.6,402.0,12.6,3.6,2.771,0.028,68.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-01,何咯,20.2,8.8,398.0,15.0,3.6,2.388,,96.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-02,何咯,20.1,8.8,422.0,13.3,3.9,2.484,,77.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-03,何咯,21.6,9.1,430.0,13.6,4.1,2.551,0.066,75.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-04,何咯,22.0,9.3,425.0,15.4,4.2,2.724,0.064,84.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-05,何咯,22.4,9.0,430.0,13.9,4.2,2.901,0.056,71.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-06,何咯,21.3,8.7,443.0,11.6,4.2,2.892,0.055,63.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-07,何咯,21.0,8.6,454.0,11.1,4.1,,0.055,66.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-08,何咯,20.7,8.6,470.0,10.9,4.1,,0.054,71.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-09,何咯,20.4,8.7,485.0,11.2,4.0,2.1,0.044,66.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-10,何咯,20.4,8.5,481.0,11.2,4.0,1.944,0.035,60.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-11,何咯,20.8,8.7,454.0,13.1,3.9,1.737,0.039,66.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-12,何咯,20.9,8.8,402.0,13.0,3.8,,0.042,53.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-13,何咯,20.7,8.5,376.0,10.8,3.6,,0.054,37.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-14,何咯,20.4,8.5,369.0,10.9,3.6,,0.059,39.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-15,何咯,20.4,8.5,374.0,12.2,3.5,,0.063,44.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-16,何咯,20.2,8.7,392.0,12.6,3.7,2.448,0.069,46.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-17,何咯,21.4,9.1,394.0,13.3,3.9,2.482,0.046,46.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-18,何咯,22.1,8.9,374.0,12.3,4.2,2.325,0.033,35.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-19,何咯,22.1,8.8,374.0,11.1,4.3,2.45,0.044,27.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-20,何咯,22.6,8.7,381.0,10.9,4.3,2.683,0.057,28.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-21,何咯,23.4,8.6,383.0,10.2,4.3,2.598,0.069,30.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-22,何咯,23.1,8.5,394.0,9.9,4.2,2.569,0.077,24.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-23,何咯,23.4,8.7,387.0,10.2,3.9,2.566,0.073,24.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-24,何咯,23.8,8.7,387.0,10.6,3.8,2.407,0.064,29.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-25,何咯,23.0,8.1,387.0,8.7,3.8,2.532,0.059,26.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-26,何咯,22.5,7.9,399.0,7.8,3.7,2.448,0.056,28.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-27,何咯,23.3,8.0,409.0,8.4,3.8,2.321,,28.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-28,何咯,23.0,7.7,416.0,8.0,3.8,2.363,0.09,30.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-29,何咯,23.4,7.8,417.0,8.1,3.9,2.394,0.091,31.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-30,何咯,24.0,8.1,406.0,8.9,4.1,,0.082,31.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-05-31,何咯,24.0,8.3,396.0,9.5,4.2,,0.078,26.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-01,何咯,23.9,8.1,388.0,8.2,4.2,2.013,0.081,21.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-02,何咯,23.7,7.9,416.0,7.6,4.1,2.091,0.074,22.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-03,何咯,24.5,8.4,424.0,9.8,4.3,1.977,0.058,28.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-04,何咯,23.9,8.1,416.0,9.2,4.4,1.906,0.054,25.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-05,何咯,24.2,8.0,409.0,9.3,4.4,1.762,0.061,27.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-06,何咯,23.2,7.5,404.0,7.4,4.2,1.67,0.062,21.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-07,何咯,22.2,7.3,403.0,6.3,4.0,1.855,,13.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-08,何咯,22.1,7.5,379.0,7.4,3.9,1.936,0.074,14.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-09,何咯,22.1,8.0,348.0,9.2,3.7,1.783,0.066,23.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-10,何咯,22.2,8.2,332.0,10.5,3.7,1.728,0.048,28.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-11,何咯,22.6,8.8,315.0,13.7,3.8,1.808,0.046,38.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-12,何咯,22.2,8.9,305.0,13.6,3.8,1.911,0.05,47.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-13,何咯,22.2,9.1,335.0,13.5,3.8,2.188,0.059,52.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-14,何咯,22.9,9.0,330.0,13.5,3.9,2.114,0.053,46.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-15,何咯,23.5,8.8,314.0,11.5,3.8,1.96,0.044,51.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-16,何咯,24.2,8.7,320.0,9.4,3.6,1.872,0.049,44.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-17,何咯,24.9,8.9,327.0,9.9,3.6,1.838,0.05,29.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-18,何咯,25.7,8.9,331.0,9.6,3.8,1.921,0.061,34.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-19,何咯,26.1,8.9,329.0,9.6,3.8,1.854,0.067,31.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-20,何咯,26.5,9.1,317.0,,3.7,1.87,0.063,29.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-21,何咯,26.3,8.9,310.0,10.1,3.6,1.829,0.069,23.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-22,何咯,26.4,8.8,340.0,9.3,,1.739,0.068,20.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-23,何咯,27.3,8.9,352.0,9.4,,1.764,0.063,17.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-24,何咯,27.3,8.7,364.0,8.8,4.1,1.815,0.06,13.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-25,何咯,26.8,8.2,370.0,7.1,3.8,1.888,0.079,11.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-26,何咯,26.0,7.8,369.0,6.7,3.7,1.802,0.072,17.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-27,何咯,26.1,7.6,359.0,6.0,3.7,1.752,0.074,24.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-06-28,何咯,26.2,7.7,357.0,6.5,3.8,1.661,0.088,26.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
