,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,Å¹µµ,ÃÑÀ¯±âÅº¼Ò,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2017-08-18,Ä¥¼­,27.8,7.4,243.0,7.0,,4.0,31.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-19,Ä¥¼­,27.8,7.1,236.0,6.3,,3.8,13.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-20,Ä¥¼­,27.7,7.2,236.0,7.3,,3.6,13.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-21,Ä¥¼­,27.5,7.4,241.0,7.5,,3.2,15.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-22,Ä¥¼­,27.3,7.3,223.0,6.0,,3.2,15.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-23,Ä¥¼­,27.4,7.3,214.0,6.0,,3.2,7.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-24,Ä¥¼­,28.2,7.5,226.0,7.1,,3.2,10.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-25,Ä¥¼­,28.6,7.6,225.0,7.2,,3.1,11.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-26,Ä¥¼­,28.6,7.6,227.0,6.6,,3.1,8.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-27,Ä¥¼­,28.7,7.6,227.0,6.9,,3.2,9.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-28,Ä¥¼­,28.8,7.5,224.0,7.9,,3.1,11.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-29,Ä¥¼­,29.0,7.8,216.0,8.3,,3.2,25.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-30,Ä¥¼­,28.0,7.4,224.0,6.9,,3.2,14.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-08-31,Ä¥¼­,28.1,7.7,218.0,7.4,,3.3,25.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-01,Ä¥¼­,27.8,7.9,219.0,8.0,,3.5,32.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-02,Ä¥¼­,27.5,7.8,208.0,7.4,,3.3,34.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-03,Ä¥¼­,28.0,7.9,225.0,8.0,,3.4,24.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-04,Ä¥¼­,27.2,8.2,221.0,8.8,,3.7,40.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-05,Ä¥¼­,26.0,8.4,199.0,9.0,,3.9,56.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-06,Ä¥¼­,26.0,8.1,225.0,7.9,,3.4,35.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-07,Ä¥¼­,25.8,8.2,241.0,8.8,,3.5,37.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-08,Ä¥¼­,26.1,8.7,257.0,10.8,,3.7,40.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-09,Ä¥¼­,25.9,8.8,252.0,12.0,,3.7,49.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-10,Ä¥¼­,26.1,8.8,237.0,12.1,,3.5,43.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-11,Ä¥¼­,25.5,8.0,230.0,8.9,,3.1,35.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-12,Ä¥¼­,25.4,7.7,245.0,8.4,,3.2,22.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-13,Ä¥¼­,25.3,7.7,244.0,8.5,,3.4,22.7,,,,,,,,,,,,,,,
2017-09-14,Ä¥¼­,25.8,8.1,247.0,9.4,,3.4,25.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-15,Ä¥¼­,25.2,8.4,278.0,9.7,,3.5,37.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-16,Ä¥¼­,24.8,8.2,280.0,9.1,,3.5,33.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-17,Ä¥¼­,24.5,8.0,295.0,8.4,,3.4,29.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-18,Ä¥¼­,24.3,8.4,287.0,10.0,,3.5,35.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-19,Ä¥¼­,24.1,8.7,302.0,10.9,,3.5,40.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-20,Ä¥¼­,24.1,8.6,259.0,10.6,,3.3,53.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-21,Ä¥¼­,24.3,8.9,320.0,11.6,,3.5,54.9,,,,,,,,,,,,,,,
2017-09-22,Ä¥¼­,24.5,8.9,284.0,12.2,,3.4,62.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-23,Ä¥¼­,24.4,9.3,258.0,14.6,,3.5,86.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-24,Ä¥¼­,24.2,9.2,217.0,13.9,,3.6,108.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-25,Ä¥¼­,24.7,9.2,276.0,13.2,,3.3,67.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-26,Ä¥¼­,25.0,9.3,246.0,13.2,,3.3,73.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-27,Ä¥¼­,24.2,9.0,260.0,11.2,,3.3,69.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-28,Ä¥¼­,24.4,8.8,275.0,10.8,,3.3,65.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-29,Ä¥¼­,23.7,8.8,283.0,10.2,,3.3,62.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-09-30,Ä¥¼­,23.7,9.0,295.0,10.7,,3.2,53.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-01,Ä¥¼­,23.0,8.8,274.0,9.9,,3.3,55.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-02,Ä¥¼­,23.1,8.7,304.0,9.6,,3.1,39.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-03,Ä¥¼­,23.5,8.5,317.0,9.4,,3.0,25.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-04,Ä¥¼­,23.7,8.2,322.0,8.9,,2.8,12.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-05,Ä¥¼­,23.2,7.8,298.0,8.5,,2.7,10.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-06,Ä¥¼­,22.5,7.8,291.0,8.8,,2.6,11.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-07,Ä¥¼­,23.2,8.0,339.0,9.0,,2.7,7.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-08,Ä¥¼­,23.5,7.8,304.0,8.6,,2.7,7.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-09,Ä¥¼­,24.1,7.6,262.0,8.5,,2.6,7.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-10,Ä¥¼­,24.5,7.9,235.0,9.1,,2.7,21.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-11,Ä¥¼­,23.3,8.9,245.0,11.5,,2.8,51.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-12,Ä¥¼­,22.2,8.3,281.0,9.2,,2.4,27.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-13,Ä¥¼­,21.9,8.3,284.0,9.3,,2.5,23.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-14,Ä¥¼­,21.3,8.5,308.0,10.0,,2.5,22.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-15,Ä¥¼­,20.6,8.5,293.0,10.0,,2.4,27.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-16,Ä¥¼­,20.4,8.3,359.0,9.4,,2.5,21.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-17,Ä¥¼­,20.2,8.2,369.0,9.5,,2.5,17.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-18,Ä¥¼­,19.5,8.2,361.0,9.4,,2.5,18.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-19,Ä¥¼­,19.4,8.3,333.0,9.9,,2.4,19.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-20,Ä¥¼­,19.5,8.4,329.0,10.3,,2.4,17.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-21,Ä¥¼­,19.2,8.5,285.0,10.7,,2.4,21.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-22,Ä¥¼­,18.9,8.4,283.0,10.0,,2.4,23.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-23,Ä¥¼­,18.8,8.4,304.0,10.1,,2.5,18.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-24,Ä¥¼­,18.7,8.3,329.0,9.8,,2.5,14.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-25,Ä¥¼­,18.6,8.4,303.0,10.3,,2.5,21.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-26,Ä¥¼­,18.2,8.3,318.0,10.1,,2.5,19.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-10-27,Ä¥¼­,18.6,8.2,323.0,10.1,,2.4,16.3,,,,,,,,,,,,,,,
2017-10-28,Ä¥¼­,18.5,8.1,324.0,9.7,,2.4,17.1,,,,,,,,,,,,,,,
2017-10-29,Ä¥¼­,18.4,8.0,318.0,9.4,,2.4,18.9,,,,,,,,,,,,,,,
2017-10-30,Ä¥¼­,17.7,8.1,337.0,9.6,,2.5,19.6,,,,,,,,,,,,,,,
2017-10-31,Ä¥¼­,17.2,8.2,346.0,10.1,,2.5,20.5,,,,,,,,,,,,,,,
2017-11-01,Ä¥¼­,17.1,8.3,355.0,10.3,,2.5,14.9,,,,,,,,,,,,,,,
2017-11-02,Ä¥¼­,17.1,8.2,377.0,9.8,,2.5,15.9,,,,,,,,,,,,,,,
2017-11-03,Ä¥¼­,16.9,8.2,376.0,9.7,,2.6,14.2,,,,,,,,,,,,,,,
2017-11-04,Ä¥¼­,16.1,8.2,351.0,9.8,,2.5,14.6,,,,,,,,,,,,,,,
2017-11-05,Ä¥¼­,16.0,8.2,348.0,9.8,,2.4,11.0,,,,,,,,,,,,,,,
2017-11-06,Ä¥¼­,15.6,8.2,334.0,10.0,,2.6,11.5,,,,,,,,,,,,,,,
2017-11-07,Ä¥¼­,15.6,8.3,349.0,10.0,,2.9,11.1,,,,,,,,,,,,,,,
2017-11-08,Ä¥¼­,15.6,8.3,309.0,10.3,,3.1,17.4,,,,,,,,,,,,,,,
2017-11-09,Ä¥¼­,15.5,8.6,298.0,10.6,,3.0,17.0,,,,,,,,,,,,,,,
2017-11-10,Ä¥¼­,15.2,8.3,223.0,10.5,,2.8,19.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-11,Ä¥¼­,15.0,8.5,269.0,10.4,,2.8,17.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-12,Ä¥¼­,14.7,8.5,267.0,10.5,,2.9,20.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-13,Ä¥¼­,14.4,8.6,291.0,10.5,,2.9,17.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-14,Ä¥¼­,14.0,8.5,322.0,10.5,,3.0,17.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-15,Ä¥¼­,13.4,8.3,350.0,10.3,,2.9,15.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-16,Ä¥¼­,13.0,8.2,350.0,10.6,,2.9,14.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-17,Ä¥¼­,12.7,8.3,371.0,10.8,,3.0,14.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-18,Ä¥¼­,12.3,8.3,387.0,10.9,,3.0,14.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-19,Ä¥¼­,11.7,8.3,386.0,11.2,,3.0,13.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-20,Ä¥¼­,11.6,8.2,398.0,11.3,,3.0,11.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-21,Ä¥¼­,10.9,8.1,392.0,11.3,,2.8,8.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-22,Ä¥¼­,10.6,8.1,389.0,10.9,,2.6,9.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-23,Ä¥¼­,9.5,7.8,339.0,10.7,,2.4,8.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-24,Ä¥¼­,8.8,7.8,339.0,10.8,,2.4,8.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-25,Ä¥¼­,9.4,7.8,437.0,10.5,,2.6,4.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-26,Ä¥¼­,8.9,7.7,366.0,10.9,,2.4,6.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-27,Ä¥¼­,9.2,7.8,401.0,11.0,,2.6,6.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-28,Ä¥¼­,9.5,7.8,435.0,10.9,,2.8,5.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-29,Ä¥¼­,9.8,7.8,425.0,11.0,,2.8,6.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-11-30,Ä¥¼­,9.1,7.8,357.0,11.3,,2.6,8.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-01,Ä¥¼­,8.2,7.9,348.0,11.6,,2.4,12.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-02,Ä¥¼­,8.1,7.9,395.0,11.5,,2.5,7.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-03,Ä¥¼­,8.2,7.8,421.0,11.4,,2.5,5.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-04,Ä¥¼­,7.3,8.1,362.0,12.7,,2.8,20.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-05,Ä¥¼­,6.4,8.2,374.0,12.9,,2.8,24.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-06,Ä¥¼­,7.0,8.0,476.0,11.6,,2.8,9.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-07,Ä¥¼­,6.8,8.0,466.0,11.8,,2.9,12.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-08,Ä¥¼­,5.7,8.3,406.0,12.9,,3.0,26.5,,,,,,,,,,,,,,,
2017-12-09,Ä¥¼­,,,,,,2.8,16.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-10,Ä¥¼­,,,,,,2.8,16.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-11,Ä¥¼­,,,,,,2.8,19.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-12,Ä¥¼­,,,,,,2.8,16.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-13,Ä¥¼­,,,,,,2.7,12.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-14,Ä¥¼­,,,,,,2.7,9.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-15,Ä¥¼­,,,,,,2.7,10.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-16,Ä¥¼­,,,,,,,11.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-17,Ä¥¼­,,,,,,,11.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-18,Ä¥¼­,,,,,,,11.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-19,Ä¥¼­,,,,,,,15.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-20,Ä¥¼­,,,,,,2.7,15.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-21,Ä¥¼­,,,,,,2.8,14.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-22,Ä¥¼­,,,,,,2.8,13.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-23,Ä¥¼­,,,,,,2.8,15.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-24,Ä¥¼­,,,,,,2.8,17.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-25,Ä¥¼­,,,,,,3.0,20.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-26,Ä¥¼­,,,,,,2.9,20.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-27,Ä¥¼­,,,,,,2.9,18.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-28,Ä¥¼­,,,,,,3.0,19.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-29,Ä¥¼­,,,,,,3.0,16.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-30,Ä¥¼­,,,,,,3.0,17.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017-12-31,Ä¥¼­,,,,,,3.1,16.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-01,Ä¥¼­,,,,,,3.2,16.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-02,Ä¥¼­,,,,,,3.3,16.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-03,Ä¥¼­,,,,,,3.3,16.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-04,Ä¥¼­,,,,,,3.6,18.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-05,Ä¥¼­,,,,,,3.7,20.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-06,Ä¥¼­,,,,,,3.8,19.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-07,Ä¥¼­,,,,,,3.9,22.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-08,Ä¥¼­,,,,,,4.0,22.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-09,Ä¥¼­,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-10,Ä¥¼­,,,,,,,23.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-11,Ä¥¼­,,,,,,3.0,24.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-12,Ä¥¼­,,,,,,2.9,25.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-13,Ä¥¼­,,,,,,2.8,29.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-14,Ä¥¼­,,,,,,2.9,34.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-15,Ä¥¼­,,,,,,3.1,35.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-16,Ä¥¼­,,,,,,3.0,38.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-17,Ä¥¼­,,,,,,3.0,32.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-18,Ä¥¼­,,,,,,3.0,32.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-19,Ä¥¼­,,,,,,3.0,29.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-20,Ä¥¼­,,,,,,3.0,38.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-21,Ä¥¼­,,,,,,3.2,39.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-22,Ä¥¼­,,,,,,3.1,43.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-23,Ä¥¼­,4.5,8.1,454.0,14.8,5.5,3.3,35.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-24,Ä¥¼­,3.8,8.1,464.0,14.9,4.9,3.3,31.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-25,Ä¥¼­,3.3,8.2,452.0,14.9,3.9,3.4,30.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-26,Ä¥¼­,2.8,8.3,450.0,15.0,3.6,3.6,33.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-27,Ä¥¼­,2.6,8.4,484.0,15.1,3.4,3.6,42.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-28,Ä¥¼­,3.2,8.4,496.0,15.1,3.4,3.4,50.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-29,Ä¥¼­,3.0,8.5,462.0,15.3,3.7,3.7,41.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-30,Ä¥¼­,3.1,8.5,492.0,15.2,3.1,,51.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-31,Ä¥¼­,3.1,8.5,500.0,15.0,2.9,,53.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-02-01,Ä¥¼­,3.4,8.6,455.0,15.0,2.9,,45.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-02-02,Ä¥¼­,3.6,8.6,442.0,,3.0,,45.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
