,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘
2017-03-13,咯林,7.6,8.1,264.0,13.1,1.6,2.4,2.915,0.012,6.5
2017-03-14,咯林,8.0,8.2,263.0,12.9,1.6,2.4,2.936,0.013,6.6
2017-03-15,咯林,8.2,8.2,265.0,12.8,1.7,2.4,2.795,0.013,7.0
2017-03-16,咯林,8.0,8.2,264.0,13.1,1.6,2.4,2.77,0.013,7.9
2017-03-17,咯林,8.8,8.3,269.0,13.1,1.6,2.4,2.75,0.013,9.7
2017-03-18,咯林,8.9,8.3,269.0,13.2,1.7,2.4,2.677,0.012,10.6
2017-03-19,咯林,9.9,8.3,268.0,12.8,1.8,2.4,2.619,0.011,10.5
2017-03-20,咯林,9.2,8.3,266.0,13.0,1.9,2.5,2.819,0.013,11.8
2017-03-21,咯林,9.0,8.3,269.0,12.7,2.1,,3.167,0.015,13.1
2017-03-22,咯林,9.1,8.2,270.0,12.4,2.3,,,,12.0
2017-03-23,咯林,9.4,8.3,272.0,12.6,2.3,,,,12.7
2017-03-24,咯林,9.9,8.3,270.0,12.6,2.5,,,,13.2
2017-03-25,咯林,9.5,8.2,269.0,12.7,2.6,2.5,2.703,,13.5
2017-03-26,咯林,9.6,8.2,266.0,12.7,2.9,2.5,2.683,,12.8
2017-03-27,咯林,8.6,8.1,270.0,12.7,2.6,,,,12.1
2017-03-28,咯林,8.9,8.1,267.0,12.7,2.2,,,,11.0
2017-03-29,咯林,9.9,8.1,270.0,12.8,2.3,,,,12.1
2017-03-30,咯林,11.2,8.1,274.0,13.2,2.1,2.7,,,12.2
2017-03-31,咯林,10.7,8.1,274.0,12.9,2.1,2.4,,,11.2
2017-04-01,咯林,10.5,7.9,272.0,11.8,2.8,2.3,,,10.3
2017-04-02,咯林,10.1,8.0,269.0,12.4,2.4,2.2,,,11.2
2017-04-03,咯林,10.6,8.1,275.0,12.8,3.4,2.4,,,12.9
2017-04-04,咯林,11.3,8.3,270.0,12.8,3.6,2.6,,,14.7
2017-04-05,咯林,11.6,8.3,269.0,12.4,4.1,2.6,,0.006,19.4
2017-04-06,咯林,11.4,8.0,267.0,11.4,5.0,2.6,,0.007,19.2
2017-04-07,咯林,12.6,8.1,272.0,11.5,3.8,2.7,,0.01,15.2
2017-04-08,咯林,14.5,8.3,278.0,11.6,4.1,2.8,2.389,0.012,16.7
2017-04-09,咯林,13.7,8.1,271.0,11.0,3.8,2.7,2.273,0.004,13.6
2017-04-10,咯林,13.3,7.9,268.0,10.1,5.0,2.6,2.191,0.006,10.8
2017-04-11,咯林,,,,,,,,,
2017-04-12,咯林,13.1,8.0,259.0,11.9,4.3,,,,
2017-04-13,咯林,12.5,8.1,257.0,12.5,4.6,2.0,2.481,0.011,12.5
2017-04-14,咯林,12.2,8.2,250.0,12.6,3.8,1.9,2.404,0.011,13.2
2017-04-15,咯林,12.0,8.2,250.0,12.4,3.9,1.9,2.352,0.012,12.9
2017-04-16,咯林,12.2,8.2,251.0,12.7,3.3,1.8,2.254,0.009,8.5
2017-04-17,咯林,11.4,8.1,250.0,12.4,3.1,1.7,2.398,0.007,6.9
2017-04-18,咯林,10.1,8.0,249.0,12.1,2.8,1.7,2.467,0.009,5.5
2017-04-19,咯林,10.5,8.1,250.0,12.3,2.8,1.7,2.344,0.01,5.3
2017-04-20,咯林,11.0,8.1,250.0,12.4,3.0,1.7,2.275,0.007,6.5
2017-04-21,咯林,11.0,8.1,249.0,12.5,2.6,1.7,2.314,0.006,6.0
2017-04-22,咯林,12.2,8.2,249.0,12.3,2.6,1.8,2.355,0.008,6.0
2017-04-23,咯林,12.2,8.2,247.0,12.4,2.6,1.8,2.297,0.007,5.0
2017-04-24,咯林,12.5,8.2,247.0,12.2,2.9,1.8,2.265,0.008,4.5
2017-04-25,咯林,13.1,8.3,250.0,11.9,2.4,1.9,2.278,0.007,6.6
2017-04-26,咯林,14.5,8.3,251.0,11.5,,1.9,2.284,0.009,6.8
2017-04-27,咯林,14.4,8.2,254.0,11.1,3.4,1.9,2.333,0.014,5.5
2017-04-28,咯林,13.5,8.2,251.0,11.6,3.4,1.8,2.352,0.012,4.6
2017-04-29,咯林,14.1,8.2,253.0,11.4,2.6,1.8,2.354,0.011,4.9
2017-04-30,咯林,15.7,8.2,257.0,11.1,2.4,1.9,2.346,0.011,5.3
2017-05-01,咯林,17.5,8.2,259.0,10.5,2.1,1.9,2.232,0.011,5.3
2017-05-02,咯林,18.1,8.1,255.0,10.2,2.1,1.9,2.124,0.013,5.0
2017-05-03,咯林,18.3,8.1,256.0,9.8,2.3,2.0,2.136,0.014,5.0
2017-05-04,咯林,18.0,8.1,256.0,10.4,2.2,2.0,2.161,0.014,3.9
2017-05-05,咯林,18.4,8.0,256.0,10.5,2.0,2.1,2.22,0.013,3.7
2017-05-06,咯林,17.5,8.0,253.0,10.5,2.8,2.0,2.168,0.015,4.1
2017-05-07,咯林,17.0,8.0,253.0,10.3,3.2,2.0,2.191,0.015,4.3
2017-05-08,咯林,16.3,8.2,252.0,10.7,3.0,2.0,2.183,0.014,5.3
2017-05-09,咯林,15.8,8.2,252.0,10.5,3.1,2.0,2.216,0.012,5.9
2017-05-10,咯林,15.7,8.0,253.0,9.8,3.1,2.0,2.295,,6.2
2017-05-11,咯林,15.4,7.9,254.0,9.9,2.7,2.0,2.29,,5.1
2017-05-12,咯林,15.5,8.2,254.0,10.6,2.8,2.1,2.358,0.012,7.5
2017-05-13,咯林,15.4,8.1,254.0,10.6,3.0,2.0,2.377,0.012,6.2
2017-05-14,咯林,15.7,8.1,255.0,10.3,3.1,2.0,2.326,0.012,5.7
2017-05-15,咯林,16.0,8.2,257.0,10.5,2.8,2.1,2.244,0.012,8.1
2017-05-16,咯林,16.8,8.2,259.0,10.4,2.3,2.2,2.29,0.015,8.6
2017-05-17,咯林,17.7,8.2,261.0,10.6,1.8,2.1,2.313,0.014,8.0
2017-05-18,咯林,18.0,8.2,259.0,10.5,1.9,2.1,2.216,0.014,7.6
2017-05-19,咯林,18.4,8.1,257.0,10.6,2.0,2.0,2.215,0.019,6.4
2017-05-20,咯林,18.4,8.1,255.0,10.7,2.1,2.0,2.218,0.013,5.4
2017-05-21,咯林,18.3,8.1,254.0,10.9,2.2,2.0,2.241,0.017,5.4
2017-05-22,咯林,18.8,8.2,253.0,10.5,2.0,2.1,2.215,0.01,6.2
2017-05-23,咯林,18.8,8.2,255.0,10.3,1.8,2.2,2.227,0.015,4.8
2017-05-24,咯林,19.2,8.1,257.0,10.1,1.8,2.2,2.285,0.01,4.9
2017-05-25,咯林,19.0,8.1,259.0,10.3,2.1,2.2,2.293,0.012,5.4
2017-05-26,咯林,18.4,8.0,262.0,10.1,2.8,2.1,2.284,0.022,6.6
2017-05-27,咯林,18.3,8.0,262.0,10.3,2.5,1.8,2.231,0.017,5.2
2017-05-28,咯林,17.8,8.1,260.0,11.0,2.1,1.8,2.228,0.034,5.3
2017-05-29,咯林,18.7,8.1,260.0,10.6,1.8,1.7,2.226,0.023,5.7
2017-05-30,咯林,19.8,8.2,262.0,10.1,1.3,,2.197,0.021,4.0
2017-05-31,咯林,20.0,8.1,263.0,9.9,1.4,,2.276,0.036,3.8
2017-06-01,咯林,19.3,8.1,262.0,10.0,1.5,1.8,2.348,0.032,3.9
2017-06-02,咯林,19.0,7.9,263.0,9.4,2.2,2.0,2.322,0.03,3.1
2017-06-03,咯林,19.3,8.1,263.0,10.0,1.8,2.2,2.268,0.033,3.7
2017-06-04,咯林,19.7,8.2,260.0,10.2,1.9,2.1,2.15,0.023,3.3
2017-06-05,咯林,20.3,8.3,262.0,10.0,1.8,2.1,2.079,0.023,2.8
2017-06-06,咯林,19.2,8.2,261.0,9.8,2.1,2.1,2.165,0.033,3.3
2017-06-07,咯林,18.2,7.9,266.0,8.9,3.1,2.1,2.322,0.027,2.2
2017-06-08,咯林,17.4,7.8,265.0,8.8,2.8,2.1,2.314,,1.8
2017-06-09,咯林,17.7,7.9,268.0,9.5,2.2,2.2,2.364,,2.1
2017-06-10,咯林,19.5,8.1,270.0,9.4,2.0,2.1,2.297,0.021,2.3
2017-06-11,咯林,20.2,8.0,270.0,9.1,2.0,2.1,2.237,0.028,2.2
2017-06-12,咯林,20.6,8.2,269.0,9.7,1.9,2.2,2.141,0.032,2.2
2017-06-13,咯林,20.0,8.3,263.0,10.0,2.0,2.1,2.159,0.021,2.2
2017-06-14,咯林,20.1,8.2,263.0,9.7,2.2,2.1,2.204,0.032,1.9
2017-06-15,咯林,20.6,8.3,263.0,9.9,2.0,2.1,2.248,0.027,2.6
2017-06-16,咯林,21.4,8.4,262.0,10.3,1.9,2.1,2.156,0.022,3.0
2017-06-17,咯林,22.2,8.4,262.0,10.6,1.6,2.1,2.079,0.021,3.0
2017-06-18,咯林,22.4,8.4,262.0,10.4,1.7,2.0,2.058,0.021,4.1
2017-06-19,咯林,22.4,8.5,260.0,10.5,1.8,2.1,2.077,0.021,5.1
2017-06-20,咯林,22.4,8.5,259.0,10.4,1.7,2.2,2.135,0.027,4.6
2017-06-21,咯林,21.9,8.4,259.0,10.3,2.1,2.2,2.159,0.033,3.4
2017-06-22,咯林,22.0,8.4,260.0,9.9,1.9,2.2,2.114,0.03,2.7
2017-06-23,咯林,22.9,8.5,262.0,10.0,1.3,2.3,2.139,0.019,3.5
2017-06-24,咯林,22.5,8.5,261.0,10.2,1.2,2.2,2.166,0.019,3.9
2017-06-25,咯林,22.0,8.1,262.0,9.3,1.8,2.1,2.207,0.018,2.3
2017-06-26,咯林,21.4,8.1,263.0,9.3,1.5,2.2,2.201,0.016,2.3
2017-06-27,咯林,21.7,8.1,261.0,9.1,1.6,2.3,2.191,0.021,1.9
2017-06-28,咯林,23.8,8.5,277.0,10.4,5.6,2.6,2.082,0.025,10.2
2017-06-29,咯林,24.9,8.5,287.0,10.4,2.9,2.9,1.992,0.02,19.9
2017-06-30,咯林,25.4,8.7,292.0,11.1,2.1,3.3,2.091,0.021,30.6
2017-07-01,咯林,24.9,8.6,284.0,10.8,2.1,3.2,2.098,0.02,34.2
2017-07-02,咯林,24.3,8.1,271.0,9.1,1.9,2.9,2.125,0.017,19.8
2017-07-03,咯林,22.5,7.5,257.0,6.7,8.0,3.0,2.401,0.028,10.1
2017-07-04,咯林,21.7,7.5,232.0,6.6,83.6,3.3,2.772,0.074,22.1
2017-07-05,咯林,23.2,7.1,178.0,5.7,44.0,4.8,3.562,0.134,11.7
2017-07-06,咯林,23.9,7.1,157.0,5.9,28.1,5.2,3.732,0.139,7.4
2017-07-07,咯林,24.7,7.2,165.0,6.1,15.8,,3.53,0.118,6.1
2017-07-08,咯林,23.9,7.2,162.0,6.2,14.4,,3.269,0.116,10.0
2017-07-09,咯林,23.5,7.2,172.0,6.4,14.7,,3.24,0.118,11.9
2017-07-10,咯林,24.2,7.3,182.0,6.4,26.9,,,,17.4
2017-07-11,咯林,,,,,,,,,
2017-07-12,咯林,,,,,,,,,
2017-07-13,咯林,,,,,,,,,
2017-07-14,咯林,,,,,,,,,
2017-07-15,咯林,,,,,,,,,
2017-07-16,咯林,,,,,,,,,
2017-07-17,咯林,,,,,,,,,
2017-07-18,咯林,,,,,,,,,
2017-07-19,咯林,,,,,,,,,
2017-07-20,咯林,19.4,7.4,217.0,8.4,14.8,3.2,3.587,0.132,2.2
2017-07-21,咯林,19.4,7.5,231.0,8.5,11.3,2.9,3.388,0.124,3.6
2017-07-22,咯林,19.2,7.6,238.0,8.9,8.9,2.7,3.202,0.125,8.4
2017-07-23,咯林,17.8,7.5,239.0,8.8,12.1,2.7,3.225,0.125,7.8
2017-07-24,咯林,18.2,7.4,221.0,8.0,38.2,3.5,3.71,0.159,5.9
2017-07-25,咯林,21.1,7.2,176.0,7.2,91.0,,,,6.6
2017-07-26,咯林,21.2,7.3,163.0,7.7,41.6,4.0,3.592,0.155,2.9
2017-07-27,咯林,20.0,7.4,190.0,8.1,19.8,3.4,3.402,,2.5
2017-07-28,咯林,18.8,7.4,213.0,8.3,12.6,3.0,3.372,,2.7
2017-07-29,咯林,18.9,7.4,205.0,8.5,23.6,3.0,3.364,,3.1
2017-07-30,咯林,19.6,7.4,178.0,8.4,28.1,3.4,3.221,,3.5
2017-07-31,咯林,19.1,7.4,189.0,8.5,16.0,3.0,3.066,,3.2
2017-08-01,咯林,,,,,,,,,
2017-08-02,咯林,,,,,,,,,
2017-08-03,咯林,21.1,7.5,195.0,8.0,12.4,3.0,3.544,0.095,2.8
2017-08-04,咯林,21.2,7.6,204.0,8.3,11.2,2.9,3.4,0.085,4.8
2017-08-05,咯林,20.7,7.7,210.0,8.5,9.6,2.8,3.403,0.082,8.3
2017-08-06,咯林,20.8,7.7,212.0,8.7,7.4,2.7,3.337,0.076,10.3
2017-08-07,咯林,22.7,7.9,216.0,9.2,5.3,2.7,3.163,0.064,18.9
2017-08-08,咯林,23.0,8.2,213.0,9.5,4.9,2.7,3.025,0.054,28.4
2017-08-09,咯林,22.4,8.2,211.0,9.3,4.2,2.6,2.973,0.045,28.6
2017-08-10,咯林,20.9,7.7,211.0,8.5,4.4,2.7,2.997,0.047,19.0
2017-08-11,咯林,21.8,7.6,204.0,7.9,5.7,3.0,2.975,0.064,14.7
2017-08-12,咯林,22.9,7.6,191.0,7.8,5.7,3.1,2.875,0.075,8.3
2017-08-13,咯林,22.4,7.7,193.0,8.3,5.1,2.9,2.828,0.066,9.6
2017-08-14,咯林,21.3,7.8,198.0,8.5,4.5,2.8,2.931,0.062,11.6
2017-08-15,咯林,20.3,7.7,206.0,8.2,5.6,2.8,3.02,0.061,13.9
2017-08-16,咯林,20.4,7.5,204.0,7.5,17.5,3.5,3.163,0.104,17.7
2017-08-17,咯林,21.1,7.4,184.0,7.4,11.5,3.8,3.239,0.117,6.2
2017-08-18,咯林,21.5,7.5,179.0,7.6,9.0,3.4,3.081,0.092,4.3
2017-08-19,咯林,21.5,7.5,176.0,7.8,10.4,3.4,3.046,0.082,3.7
2017-08-20,咯林,21.2,7.5,185.0,8.0,9.5,3.1,3.016,0.063,3.3
2017-08-21,咯林,21.3,7.4,186.0,7.3,30.6,3.7,3.492,0.119,7.1
2017-08-22,咯林,22.0,7.2,152.0,6.4,110.7,,,,6.7
2017-08-23,咯林,21.8,7.3,172.0,7.1,39.8,,,,4.7
2017-08-24,咯林,21.1,7.4,172.0,7.4,45.0,,,,4.4
2017-08-25,咯林,20.9,7.4,173.0,7.6,61.4,,,,3.8
2017-08-26,咯林,20.5,7.5,200.0,8.4,23.5,,,,5.6
2017-08-27,咯林,20.0,7.6,211.0,8.7,14.8,,,,7.5
2017-08-28,咯林,19.6,7.6,212.0,8.3,9.7,,,,5.8
2017-08-29,咯林,19.5,7.5,202.0,7.8,38.2,,,,4.1
2017-08-30,咯林,18.9,7.5,203.0,8.0,12.7,,,,3.7
2017-08-31,咯林,19.0,7.6,207.0,8.3,8.7,2.9,3.244,0.061,3.8
2017-09-01,咯林,19.4,7.7,210.0,8.4,8.2,2.8,3.202,0.052,4.3
2017-09-02,咯林,19.6,7.7,211.0,8.3,7.0,2.7,3.163,0.045,4.0
2017-09-03,咯林,19.6,7.7,212.0,8.5,6.2,2.7,3.042,0.04,4.0
2017-09-04,咯林,20.1,7.9,214.0,8.8,4.9,2.7,3.0,0.039,4.4
2017-09-05,咯林,19.6,7.9,215.0,9.0,4.3,2.7,3.07,0.035,7.6
2017-09-06,咯林,19.0,7.9,223.0,9.1,3.5,2.8,3.258,0.035,11.3
2017-09-07,咯林,19.2,7.9,224.0,9.3,2.6,2.7,3.247,0.034,10.1
2017-09-08,咯林,20.3,8.3,223.0,10.1,2.6,2.7,3.062,0.031,17.1
2017-09-09,咯林,20.6,8.5,220.0,10.5,3.2,2.7,2.931,0.025,25.3
2017-09-10,咯林,20.1,8.4,221.0,10.1,3.0,2.8,2.926,0.022,26.3
2017-09-11,咯林,19.6,8.1,226.0,9.4,,2.9,3.058,0.022,24.2
2017-09-12,咯林,19.5,8.0,232.0,9.4,,3.0,3.072,0.031,21.2
2017-09-13,咯林,19.7,8.3,226.0,10.2,,2.9,2.911,0.026,20.6
2017-09-14,咯林,21.1,8.4,226.0,10.3,3.5,3.0,2.748,0.023,20.9
2017-09-15,咯林,23.2,8.4,220.0,9.8,3.2,2.9,2.691,0.02,17.3
2017-09-16,咯林,22.6,8.4,226.0,9.9,3.2,2.7,2.72,0.014,18.1
2017-09-17,咯林,22.4,8.4,224.0,10.2,2.8,2.7,2.739,0.01,24.2
2017-09-18,咯林,22.7,8.3,227.0,9.5,2.3,2.7,2.669,0.009,16.0
2017-09-19,咯林,22.4,8.2,228.0,8.9,4.7,2.6,2.791,0.011,11.8
2017-09-20,咯林,21.8,8.0,232.0,8.5,6.4,2.7,2.958,0.014,15.2
2017-09-21,咯林,22.0,8.1,228.0,9.2,7.3,2.8,3.004,0.027,15.6
2017-09-22,咯林,22.1,8.3,228.0,9.8,3.1,2.7,2.902,0.018,12.8
2017-09-23,咯林,22.0,8.2,227.0,9.4,3.0,2.7,2.826,0.013,13.1
2017-09-24,咯林,21.9,8.1,228.0,9.0,3.0,2.7,2.861,0.012,13.5
2017-09-25,咯林,,,,,,,,,
2017-09-26,咯林,,,,,,,,,
2017-09-27,咯林,23.2,8.2,231.0,8.7,2.8,3.0,3.068,0.015,9.3
2017-09-28,咯林,22.6,7.9,238.0,8.2,2.8,3.0,3.098,0.016,9.5
2017-09-29,咯林,21.6,8.0,233.0,8.6,2.5,3.0,2.997,0.018,5.4
2017-09-30,咯林,20.8,8.0,233.0,9.2,2.3,3.0,2.896,0.014,4.5
2017-10-01,咯林,20.8,8.0,242.0,9.1,2.3,3.0,2.917,0.013,4.7
2017-10-02,咯林,20.6,7.7,233.0,8.2,2.3,3.0,2.972,0.012,3.9
2017-10-03,咯林,21.6,7.9,222.0,8.7,2.0,2.8,3.013,0.017,4.3
2017-10-04,咯林,21.8,7.9,221.0,8.5,2.4,2.9,2.955,0.019,4.6
2017-10-05,咯林,21.5,8.0,214.0,8.7,2.3,2.8,2.88,0.018,3.7
2017-10-06,咯林,20.8,7.9,219.0,8.5,2.5,2.9,2.942,0.016,3.2
2017-10-07,咯林,21.0,7.8,220.0,8.2,2.1,3.0,2.889,0.014,3.0
2017-10-08,咯林,22.2,7.9,222.0,8.4,1.7,3.0,2.86,0.015,2.7
2017-10-09,咯林,22.7,7.9,221.0,8.2,2.0,2.9,2.818,0.016,2.2
2017-10-10,咯林,22.6,8.2,217.0,8.3,2.2,2.9,2.858,0.015,2.4
2017-10-11,咯林,22.3,8.3,218.0,8.0,2.9,2.9,2.876,0.016,2.9
2017-10-12,咯林,20.9,8.2,221.0,7.8,3.2,2.9,2.911,0.017,2.9
2017-10-13,咯林,19.3,8.2,223.0,8.2,4.0,,2.862,,4.1
2017-10-14,咯林,19.5,8.4,217.0,9.1,3.3,2.8,2.754,0.018,3.3
2017-10-15,咯林,19.0,8.3,225.0,9.2,3.6,2.8,2.689,0.016,3.6
2017-10-16,咯林,19.0,8.4,226.0,9.3,2.9,2.8,2.664,0.015,2.4
2017-10-17,咯林,19.1,8.4,222.0,9.4,3.1,2.8,2.753,0.015,2.0
2017-10-18,咯林,19.1,8.5,224.0,9.5,2.9,2.7,2.766,0.015,1.8
2017-10-19,咯林,19.1,8.3,225.0,8.7,3.3,2.7,2.795,0.014,1.7
2017-10-20,咯林,19.5,8.5,220.0,9.5,2.8,2.7,2.774,0.013,1.6
2017-10-21,咯林,19.5,8.5,223.0,9.4,3.2,2.8,2.75,0.012,1.8
2017-10-22,咯林,19.0,8.5,227.0,9.2,3.4,2.8,2.775,0.012,1.8
2017-10-23,咯林,18.2,8.4,225.0,8.8,4.0,2.7,2.646,0.015,1.7
2017-10-24,咯林,18.0,8.5,222.0,9.4,3.1,2.7,2.419,0.02,2.1
2017-10-25,咯林,17.8,8.4,225.0,9.3,3.5,,2.458,0.02,2.2
2017-10-26,咯林,17.8,8.4,223.0,9.4,3.5,,2.577,0.022,2.1
2017-10-27,咯林,18.2,8.4,221.0,8.9,3.5,,2.536,0.022,2.0
2017-10-28,咯林,18.6,8.6,222.0,9.4,3.3,,2.384,0.021,2.1
2017-10-29,咯林,18.2,8.7,224.0,9.4,3.8,,2.424,0.022,2.0
2017-10-30,咯林,17.0,8.5,223.0,8.7,5.0,,2.302,0.024,1.9
2017-10-31,咯林,15.3,8.6,226.0,9.4,3.8,,2.323,0.021,1.7
2017-11-01,咯林,15.3,8.6,232.0,10.1,3.1,,2.365,0.018,1.4
2017-11-02,咯林,16.1,8.3,240.0,9.8,3.3,,2.405,0.018,1.5
2017-11-03,咯林,16.5,8.2,240.0,9.4,3.2,2.4,2.451,0.018,1.5
2017-11-04,咯林,16.0,8.1,237.0,9.1,3.3,2.4,2.379,0.021,1.6
2017-11-05,咯林,14.7,8.2,230.0,9.8,2.6,2.4,2.344,0.019,1.4
2017-11-06,咯林,14.2,8.3,233.0,10.2,2.1,2.4,2.395,0.018,1.2
2017-11-07,咯林,14.5,8.3,234.0,10.5,2.0,2.5,2.515,0.018,1.2
2017-11-08,咯林,15.4,8.4,240.0,10.5,2.1,2.5,2.486,0.017,1.3
2017-11-09,咯林,15.4,8.2,239.0,9.6,2.2,2.5,2.343,0.018,1.2
2017-11-10,咯林,14.6,8.3,235.0,10.3,1.5,2.4,2.465,0.016,1.3
2017-11-11,咯林,13.7,8.2,240.0,10.0,1.5,2.4,2.424,0.016,1.2
2017-11-12,咯林,12.9,8.3,240.0,10.6,1.4,2.4,2.48,0.015,1.0
2017-11-13,咯林,12.4,8.3,244.0,11.0,1.3,2.5,2.458,0.015,1.0
2017-11-14,咯林,12.6,8.3,248.0,10.8,1.2,2.6,2.53,0.015,0.9
2017-11-15,咯林,12.5,8.2,249.0,10.5,1.5,2.5,2.467,0.016,1.0
2017-11-16,咯林,11.2,8.2,252.0,10.7,1.4,2.5,2.431,0.015,0.9
2017-11-17,咯林,10.0,8.3,261.0,11.6,1.0,2.4,2.512,0.014,1.1
2017-11-18,咯林,9.5,8.2,270.0,10.7,0.9,2.4,2.498,0.013,1.1
2017-11-19,咯林,9.0,8.2,270.0,11.0,0.9,2.4,2.467,0.012,1.1
2017-11-20,咯林,8.4,8.3,265.0,11.5,0.6,2.5,2.505,0.012,1.1
2017-11-21,咯林,8.7,8.3,265.0,11.8,0.6,2.5,2.511,0.013,1.2
2017-11-22,咯林,8.6,8.2,268.0,11.9,0.8,2.4,2.701,0.013,1.2
2017-11-23,咯林,8.3,8.2,274.0,11.8,0.8,2.4,2.85,0.012,1.4
2017-11-24,咯林,7.9,8.2,277.0,12.3,0.9,2.4,2.822,0.012,1.5
2017-11-25,咯林,7.9,8.2,271.0,12.7,1.1,2.3,2.856,0.011,1.2
2017-11-26,咯林,8.6,8.3,270.0,12.5,1.3,2.3,2.86,0.011,1.2
2017-11-27,咯林,9.4,8.1,273.0,11.3,2.9,2.6,3.005,0.016,2.0
2017-11-28,咯林,9.4,8.1,271.0,11.9,2.7,2.6,3.065,0.02,1.9
2017-11-29,咯林,10.0,8.1,269.0,11.6,1.8,2.5,2.84,0.017,1.8
2017-11-30,咯林,10.0,8.1,263.0,11.7,1.7,2.4,2.627,0.014,1.9
2017-12-01,咯林,8.3,8.1,263.0,12.1,1.6,2.4,2.621,0.013,1.4
2017-12-02,咯林,8.1,8.2,266.0,13.0,1.3,2.3,2.641,0.012,1.4
2017-12-03,咯林,8.1,8.2,271.0,12.9,1.1,2.3,2.784,0.012,1.4
2017-12-04,咯林,8.3,8.1,271.0,11.9,1.2,2.3,2.81,0.012,1.4
2017-12-05,咯林,7.7,8.1,264.0,12.2,1.6,2.3,2.765,0.012,1.5
2017-12-06,咯林,6.7,8.1,265.0,12.7,1.4,2.4,3.031,0.013,1.4
2017-12-07,咯林,7.8,8.1,271.0,12.7,1.3,2.4,3.101,0.012,1.5
2017-12-08,咯林,7.8,8.1,269.0,12.4,1.4,2.4,3.116,0.013,1.7
2017-12-09,咯林,6.7,8.1,267.0,13.0,1.1,2.5,3.169,0.012,1.5
2017-12-10,咯林,6.4,8.1,268.0,13.2,1.0,2.4,3.357,0.012,1.7
2017-12-11,咯林,6.4,7.7,269.0,12.3,1.4,2.5,3.124,0.013,2.1
2017-12-12,咯林,4.3,,276.0,13.3,1.2,2.5,3.182,0.013,2.0
2017-12-13,咯林,3.7,,279.0,13.8,1.1,2.5,3.151,0.012,1.8
2017-12-14,咯林,3.9,,284.0,14.3,1.1,2.5,3.239,0.012,1.6
2017-12-15,咯林,3.9,,284.0,14.2,1.1,2.5,3.325,0.011,1.6
2017-12-16,咯林,4.4,,280.0,14.0,1.2,2.5,3.361,0.011,1.9
2017-12-17,咯林,4.2,,273.0,13.7,1.3,2.5,3.206,0.01,2.2
2017-12-18,咯林,3.3,,276.0,14.0,1.2,2.4,3.321,0.012,2.2
2017-12-19,咯林,3.6,,283.0,13.5,1.2,2.3,3.364,0.014,1.8
2017-12-20,咯林,4.1,,281.0,13.4,1.3,2.3,3.35,0.013,1.7
2017-12-21,咯林,4.3,8.1,276.0,13.5,1.2,2.3,3.219,0.012,2.1
2017-12-22,咯林,5.2,8.2,268.0,13.9,1.3,2.3,3.367,0.014,2.2
2017-12-23,咯林,5.5,8.4,267.0,14.0,1.3,2.3,3.358,,2.5
2017-12-24,咯林,5.9,8.2,265.0,13.5,1.4,2.2,3.515,,3.0
2017-12-25,咯林,5.7,7.9,267.0,12.6,1.6,2.3,3.372,,4.0
2017-12-26,咯林,4.8,7.9,273.0,13.1,1.9,2.4,3.447,,3.3
2017-12-27,咯林,4.4,8.0,278.0,14.0,1.4,2.4,3.452,0.017,2.3
2017-12-28,咯林,3.3,8.0,279.0,15.1,1.1,2.4,3.349,0.016,1.9
2017-12-29,咯林,3.7,8.2,282.0,14.8,0.8,2.5,3.569,0.017,2.2
2017-12-30,咯林,4.8,8.1,282.0,14.0,0.7,2.7,3.562,0.012,2.7
2017-12-31,咯林,5.5,8.0,274.0,13.4,0.8,2.6,3.505,0.011,3.1
2018-01-01,咯林,5.3,8.0,268.0,13.4,0.9,2.6,3.389,0.01,3.6
2018-01-02,咯林,4.2,8.1,273.0,14.1,0.8,2.5,3.392,0.011,2.6
2018-01-03,咯林,3.8,8.2,274.0,14.1,0.7,2.4,3.353,0.013,2.5
2018-01-04,咯林,3.5,8.2,276.0,14.5,0.7,2.4,3.455,0.012,2.3
2018-01-05,咯林,3.5,8.2,280.0,14.7,0.6,2.4,3.605,0.011,3.0
2018-01-06,咯林,3.7,8.2,279.0,14.5,0.4,2.4,3.563,0.011,3.1
2018-01-07,咯林,3.4,8.2,279.0,14.5,0.4,2.4,3.632,0.011,3.2
2018-01-08,咯林,3.6,8.2,279.0,14.4,0.5,2.4,3.745,0.011,3.4
2018-01-09,咯林,4.0,8.2,276.0,14.5,0.6,2.4,3.439,0.013,2.8
2018-01-10,咯林,3.8,8.1,274.0,14.4,0.5,2.4,3.307,0.011,4.0
2018-01-11,咯林,2.5,8.2,272.0,14.8,0.4,2.4,3.132,0.01,2.6
2018-01-12,咯林,1.9,8.2,274.0,15.0,0.3,2.4,3.091,0.01,2.8
2018-01-13,咯林,1.9,8.2,282.0,15.3,0.2,2.4,3.37,0.01,2.9
2018-01-14,咯林,2.2,8.2,287.0,15.2,0.2,2.4,3.598,0.01,2.7
2018-01-15,咯林,2.8,8.1,277.0,14.8,0.6,2.3,3.571,0.01,2.8
2018-01-16,咯林,3.6,8.2,281.0,14.7,0.7,2.3,3.701,0.011,3.3
2018-01-17,咯林,3.9,8.1,285.0,14.3,0.7,2.4,3.757,0.012,3.3
